ID,County,Rural2020,Rural2020new,Rural2024,Rural2024new,CWPP2012,CWPP2014,CWPP2016,CWPP2018,CWPP2020,CWPP2022,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,Rep2012,Dem2012,Win2012,Rep2016,Dem2016,Win2016,Rep2020,Dem2020,Win2020,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022,TOrate_growth_2012_2020,TOrate_growth_2012_2016,TOrate_growth_2016_2020,Win2012new,Win2016new,Win2020new,Wing2016_2020,Percent_Urban,Percent_Rural,Percent_Hispanic,Percent_White,Percent_Black,Percent_Indian,Percent_Asian,Percent_Pacific,Percent_Multi,Percent_NotH_White,Percent_NotH_Black,Age17Under,Age65Older,Age85Older,Median_Age,Per_Capita_Income2022,Total_Personal_Income2022,Median_Household_Income2022,Percent_Poverty,Percent_Poverty_under18,Percent_Bachelor,People_Bachelor,Unemploy_Rate2019,Unemploy_Rate2020,Unemploy_Rate2021,Unemploy_Rate2022,Unemploy_Rate2023,OnSystem_Centerline,OffSystem_Centerline,ratio_Centerline,OnSystem_Lane,OffSystem_Lane,ratio_Lane,Consolidated,SpanishVR_primary_2012,SpanishVR_general_2012,SpanishVR_midterm_2014,SpanishVR_primary_2016,SpanishVR_general_2016,SpanishVR_midterm_2018,SpanishVR_primary_2020,SpanishVR_general_2020,SpanishVR_midterm_2022,spanpro_2012p,spanpro_2012g,spanpro_2014m,spanpro_2016p,spanpro_2016g,spanpro_2018m,spanpro_2020p,spanpro_2020g,spanpro_2022m
146,Leon,rural,1,Rural,1,0,0,0,0,0,0,16801,16801,16801,16801,16801,16801,16801,16801,10588,10697,10885,10922,11166,11071,11291,11684,11892,3895,6960,4275,4240,7484,6606,4528,8722,6897,0.3679,0.6506,0.3927,0.3882,0.6702,0.5967,0.401,0.7465,0.58,5814,1062,Republican,6391,909,Republican,7523,1072,Republican,0.0438,0.0923,0.0464,0.0315,0.0664,0.0338,0.0171,0.0925,0.0742,0.0753,0.2532,0.1654,0.0886,0.1625,0.0679,0.5453,0.6133,0.0441,0.0959,0.0196,0.0763,1,1,1,0,0,1,0.1651,0.8919,0.0707,0.0107,0.0094,0.0002,0.0172,0.7418,0.0654,0.2305,0.2456,0.0229,44.1,56807,920780000,56749,0.14,0.218,0.15,1684,0.044,0.078,0.07,0.052,0.047,389.87,667.94,0.5837,839.66,1335.89,0.6285,0,455,469,501,545,564,604,658,711,759,0.042973177,0.043844068,0.046026642,0.049899286,0.050510478,0.054556951,0.058276503,0.060852448,0.06382442
147,Liberty,urban,0,Urban,0,0,1,1,1,1,1,75643,75643,75643,75643,75643,75643,75643,75643,41817,42099,42329,41728,43674,43898,44987,46542,49920,8462,22982,12654,13360,24456,20701,12003,29335,19854,0.2024,0.5459,0.2989,0.3202,0.56,0.4716,0.2668,0.6303,0.3977,17323,5202,Republican,18892,4862,Republican,23302,5785,Republican,0.0374,0.1055,0.0657,-0.0021,0.0758,0.0781,0.0371,0.1793,0.1372,0.0641,0.2764,0.1995,0.5788,0.4185,-0.1016,0.6359,0.569,-0.0409,0.0844,0.0141,0.0703,1,1,1,0,0.2263,0.7737,0.3713,0.8671,0.0909,0.0151,0.0082,0.0012,0.0175,0.5238,0.082,0.3041,0.1139,0.0083,32.3,42422,4326732000,61880,0.199,0.276,0.106,6209,0.05,0.105,0.09,0.059,0.055,397.03,1236.53,0.3211,932.47,2473.05,0.3771,0,2688,2796,3183,3338,3685,4354,5074,5414,7227,0.064280077,0.066414879,0.075196674,0.079994248,0.084375143,0.099184473,0.112788139,0.11632504,0.144771635
148,Limestone,rural,1,Rural,1,0,0,0,0,0,0,23384,23384,23384,23384,23384,23384,23384,23384,13145,13188,13410,13254,13662,13580,13563,13965,13959,2573,7654,4314,4523,7828,6957,5274,9097,6869,0.1957,0.5804,0.3217,0.3413,0.573,0.5123,0.3889,0.6514,0.4921,5288,2208,Republican,5796,1778,Republican,6789,2213,Republican,0.0359,0.0589,0.0222,0.0083,0.0318,0.0233,0.0127,0.0409,0.0279,0.0227,0.1885,0.1621,0.7579,1.0497,0.166,0.6127,0.5923,-0.0126,0.071,-0.0074,0.0784,1,1,1,0,0.3008,0.6992,0.2354,0.7821,0.1696,0.0143,0.0102,0.0011,0.0228,0.5726,0.1604,0.2252,0.2116,0.0242,41.4,46998,1045855000,51357,0.187,0.258,0.169,2617,0.039,0.071,0.062,0.046,0.042,378.8,998.24,0.3795,770.38,1996.47,0.3859,0,833,849,920,948,992,1056,1111,1177,1280,0.063370103,0.064376706,0.068605518,0.071525577,0.07261016,0.077761414,0.081914031,0.084282134,0.091697113
149,Lipscomb,rural,1,Rural,1,0,0,0,0,0,0,3302,3302,3302,3302,3302,3302,3302,3302,1868,1903,1981,2014,2047,1986,1963,1972,1901,702,1192,888,1069,1354,1084,877,1358,982,0.3758,0.6264,0.4483,0.5308,0.6615,0.5458,0.4468,0.6886,0.5166,1044,119,Republican,1159,135,Republican,1205,131,Republican,0.0757,0.0363,-0.0366,0.0782,0.0509,-0.0253,0.0025,-0.0404,-0.0428,0.1359,0.1393,0.003,0.5228,0.2493,-0.1796,0.2207,0.1059,-0.0941,0.0622,0.0351,0.0271,1,1,1,0,0,1,0.3672,0.9033,0.0235,0.0252,0.0105,0.0025,0.035,0.5764,0.0112,0.2502,0.2037,0.0258,40.8,116640,332890000,70236,0.136,0.183,0.247,463,0.027,0.041,0.038,0.031,0.032,197.85,456.99,0.433,414.26,913.97,0.4533,0,203,213,248,255,289,280,273,279,297,0.108672377,0.111928534,0.125189298,0.126613704,0.141182218,0.140986908,0.139072848,0.14148073,0.156233561
150,Live Oak,rural,1,Rural,1,0,0,0,0,0,0,11531,11531,11531,11531,11531,11531,11531,11531,6986,7013,7085,7023,7260,7203,7309,7572,7678,1223,4138,2461,2452,4302,3664,2163,5068,4024,0.1751,0.59,0.3474,0.3491,0.5926,0.5087,0.2959,0.6693,0.5241,3154,919,Republican,3464,742,Republican,4199,819,Republican,0.0352,0.0797,0.043,0.0053,0.0462,0.0407,0.0167,0.0837,0.0659,0.0396,0.2247,0.1781,1.0049,0.7686,-0.1179,0.4888,0.6351,0.0983,0.0793,0.0026,0.0767,1,1,1,0,0,1,0.4146,0.891,0.0691,0.0151,0.0107,0.0016,0.0125,0.4987,0.0602,0.1879,0.2087,0.0245,40.2,46246,528501000,58576,0.192,0.268,0.136,1122,0.031,0.075,0.066,0.042,0.038,416.69,561.58,0.742,1012.76,1123.16,0.9017,0,2157,2162,2178,2163,2203,2133,2151,2231,2231,0.308760378,0.308284614,0.307410021,0.307988039,0.303443526,0.296126614,0.294294705,0.294638141,0.290570461
151,Llano,rural,1,Rural,1,0,0,0,0,0,0,19301,19301,19301,19301,19301,19301,19301,19301,13748,13905,14442,14580,15154,15603,15761,16656,17543,4142,9699,7135,6710,10630,10276,6412,12740,11037,0.3013,0.6975,0.494,0.4602,0.7015,0.6586,0.4068,0.7649,0.6291,7610,1822,Republican,8299,1825,Republican,10079,2465,Republican,0.0898,0.1978,0.0991,0.0605,0.1464,0.081,0.0804,0.2147,0.1243,0.096,0.3135,0.1985,0.62,0.548,-0.0444,0.4402,0.5469,0.0741,0.0674,0.004,0.0634,1,1,1,0,0.4979,0.5021,0.1285,0.951,0.0137,0.0101,0.0074,0.0008,0.0172,0.8343,0.011,0.1555,0.3722,0.0419,57.4,64044,1443562000,59528,0.128,0.227,0.318,5434,0.035,0.058,0.049,0.038,0.036,227.69,677.2,0.3362,513.86,1354.41,0.3794,0,441,449,553,584,627,676,707,770,870,0.032077393,0.032290543,0.038291095,0.04005487,0.041375214,0.043325002,0.04485756,0.046229587,0.04959243
152,Loving,rural,1,Rural,1,0,0,0,0,0,0,82,82,82,82,82,82,82,82,120,118,122,110,110,121,113,111,109,27,64,42,47,66,56,38,66,78,0.225,0.5424,0.3443,0.4273,0.6,0.4628,0.3363,0.5946,0.7156,54,9,Republican,58,4,Republican,60,4,Republican,-0.0678,-0.0593,0.0091,-0.0833,-0.0583,0.0273,-0.0082,-0.1066,-0.0992,0.0313,0.0313,0,0.7407,0.4074,-0.1915,0.3333,0.8571,0.3929,0.0522,0.0576,-0.0054,1,1,1,0,0,1,0.2157,0.9412,0.0196,0,0.0392,0,0,0.7255,0.0196,0.3023,0,0,36.5,141373,7210000,94716,0.039,0.071,0,0,0.008,0.017,0.01,0.006,0.003,34.19,43.31,0.7895,68.38,86.61,0.7895,0,21,22,23,21,22,19,14,13,13,0.175,0.186440678,0.18852459,0.190909091,0.2,0.157024793,0.123893805,0.117117117,0.119266055
153,Lubbock,urban,0,Urban,0,0,0,0,0,1,1,278831,278831,278831,278831,278831,278831,278831,278831,148679,149985,157067,157694,166450,175515,176827,183220,187890,28057,92399,47632,53251,99020,91610,44689,120831,83773,0.1887,0.6161,0.3033,0.3377,0.5949,0.5219,0.2527,0.6595,0.4459,63469,26271,Republican,65651,28023,Republican,78861,40017,Republican,0.1098,0.2216,0.1008,0.0606,0.1893,0.1213,0.1175,0.1962,0.0705,0.0717,0.3077,0.2203,0.898,0.5928,-0.1608,0.9233,0.7588,-0.0855,0.0434,-0.0212,0.0646,1,1,1,0,0.8948,0.1052,0.3763,0.8606,0.0799,0.0124,0.0244,0.0015,0.0212,0.5114,0.0704,0.2336,0.1361,0.014,32,52437,16652095000,59138,0.173,0.182,0.326,60346,0.028,0.058,0.045,0.034,0.033,640.16,2500.26,0.256,1733.33,5334.32,0.3249,0,33712,34239,37050,37511,40112,43382,44034,45579,47405,0.226743521,0.228282828,0.235886596,0.237872081,0.240985281,0.247169758,0.249023056,0.24876651,0.252301879
154,Lynn,rural,1,Rural,1,0,0,0,0,0,0,5915,5915,5915,5915,5915,5915,5915,5915,3795,3799,3864,3770,3879,3919,3934,4016,4100,665,1958,1211,1405,2019,1702,1116,2312,1732,0.1752,0.5154,0.3134,0.3727,0.5205,0.4343,0.2837,0.5757,0.4224,1439,506,Republican,1546,403,Republican,1853,428,Republican,0.0211,0.0571,0.0353,-0.0066,0.0366,0.0435,0.0142,0.0611,0.0462,0.0312,0.1808,0.1451,1.1128,0.6782,-0.2057,0.4055,0.4302,0.0176,0.0603,0.0051,0.0552,1,1,1,0,0,1,0.4446,0.9196,0.0313,0.021,0.0051,0.0003,0.0227,0.5119,0.0224,0.2786,0.1618,0.0175,37.1,50883,291257000,56754,0.156,0.212,0.246,901,0.03,0.055,0.043,0.036,0.033,318,964.57,0.3297,708.7,1929.14,0.3674,0,1507,1515,1556,1503,1530,1505,1491,1508,1480,0.397101449,0.398789155,0.402691511,0.39867374,0.394431555,0.384026537,0.379003559,0.375498008,0.36097561
155,Madison,rural,1,Rural,1,0,0,1,1,1,1,13664,13664,13664,13664,13664,13664,13664,13664,6420,6479,6945,6948,7193,7397,7555,7806,8159,1535,4028,2448,2429,4361,3836,2436,5298,3926,0.2391,0.6217,0.3525,0.3496,0.6063,0.5186,0.3224,0.6787,0.4812,3028,967,Republican,3351,881,Republican,4169,1088,Republican,0.1102,0.2048,0.0852,0.0822,0.1768,0.0874,0.0651,0.1748,0.103,0.0827,0.3153,0.2149,0.5824,0.587,0.0029,0.567,0.6038,0.0235,0.057,-0.0154,0.0724,1,1,1,0,0.6405,0.3595,0.3197,0.9248,0.0339,0.0131,0.0085,0.0012,0.0185,0.6319,0.0239,0.2093,0.2475,0.0227,44.5,47915,359218000,45915,0.186,0.301,0.14,1305,0.052,0.076,0.064,0.042,0.041,297.13,481.99,0.6165,615.81,963.99,0.6388,0,397,413,513,519,553,608,671,690,759,0.061838006,0.063744405,0.073866091,0.074697755,0.0768803,0.082195485,0.088815354,0.088393543,0.093026106
156,Marion,rural,1,Rural,1,0,0,1,1,1,1,10546,10546,10546,10546,10546,10546,10546,10546,6901,6992,7023,6996,7256,7331,7323,7573,7627,1483,4387,2260,2271,4333,3577,2228,4902,3309,0.2149,0.6274,0.3218,0.3246,0.5972,0.4879,0.3042,0.6473,0.4339,2733,1495,Republican,2983,1165,Republican,3470,1339,Republican,0.0378,0.0831,0.0437,0.0138,0.0612,0.0467,0.0439,0.086,0.0404,-0.0123,0.1174,0.1313,0.5314,0.5024,-0.0189,0.5827,0.4642,-0.0749,0.0199,-0.0302,0.0501,1,1,1,0,0.7598,0.2402,0.2758,0.7956,0.1487,0.0113,0.0191,0.0012,0.0241,0.546,0.1381,0.2388,0.1556,0.0179,34,50284,13417604000,63160,0.16,0.193,0.163,1176,0.033,0.062,0.048,0.036,0.037,654.15,2305.46,0.2837,1765.61,4714.03,0.3745,0,102,105,113,110,117,125,144,144,160,0.014780467,0.015017162,0.01608999,0.01572327,0.016124587,0.01705088,0.019664072,0.019014921,0.020978104
157,Martin,rural,1,Urban,0,0,0,0,0,0,0,4799,4799,4799,4799,4799,4799,4799,4799,2907,2908,3092,3038,3127,3226,3316,3464,3355,581,1654,1206,1001,1794,1576,1165,2162,1512,0.1999,0.5688,0.39,0.3295,0.5737,0.4885,0.3513,0.6241,0.4507,1368,248,Republican,1455,266,Republican,1857,288,Republican,0.0753,0.1912,0.1078,0.0451,0.1407,0.0915,0.0433,0.0851,0.04,0.0846,0.3071,0.2051,0.7229,1.0052,0.1638,0.3068,0.2537,-0.0406,0.0553,0.0049,0.0504,1,1,1,0,0,1,0.4514,0.9132,0.0278,0.0069,0.0069,0,0.0451,0.4983,0.026,0.2165,0.2394,0.037,43,118594,68310000,67525,0.126,0.19,0.169,510,0.016,0.028,0.023,0.019,0.017,159.78,180.33,0.886,324.47,360.66,0.8996,0,1009,1025,1104,1088,1097,1157,1195,1238,1215,0.347093223,0.352475928,0.357050453,0.358130349,0.350815478,0.358648481,0.360373945,0.3573903,0.362146051
158,Mason,rural,1,Rural,1,0,0,0,0,0,0,4012,4012,4012,4012,4012,4012,4012,4012,2821,2832,2869,2902,2962,2946,3025,3158,3178,707,1964,1371,1445,2063,1968,1790,2474,2065,0.2506,0.6935,0.4779,0.4979,0.6965,0.668,0.5917,0.7834,0.6498,1565,380,Republican,1656,354,Republican,1991,457,Republican,0.0459,0.1151,0.0662,0.0287,0.0723,0.0424,0.0268,0.1077,0.0788,0.0504,0.2597,0.1992,1.0438,1.5318,0.2388,0.4354,0.5062,0.0493,0.0899,0.003,0.0869,1,1,1,0,0,1,0.2588,0.7632,0.191,0.0126,0.0123,0.001,0.02,0.5287,0.1812,0.2246,0.1557,0.0186,34.4,41086,561280000,53906,0.167,0.213,0.38,1052,0.042,0.072,0.062,0.044,0.046,264.53,292.52,0.9043,585.1,585.04,1.0001,0,412,419,429,430,429,433,428,434,413,0.146047501,0.147951977,0.149529453,0.148173673,0.144834571,0.146978955,0.141487603,0.137428752,0.129955947
159,Matagorda,rural,1,Rural,1,0,0,0,0,0,0,36702,36702,36702,36702,36702,36702,36702,36702,20669,20957,20965,20917,21587,21532,21465,21950,21655,5159,12250,7032,5904,12415,10636,6361,13801,9748,0.2496,0.5845,0.3354,0.2823,0.5751,0.494,0.2963,0.6287,0.4502,8040,3980,Republican,8366,3500,Republican,9845,3733,Republican,0.0301,0.0474,0.0168,0.012,0.0385,0.0262,0.027,0.0329,0.0057,0.0135,0.1266,0.1116,0.1444,0.233,0.0774,0.5125,0.3862,-0.0835,0.0442,-0.0094,0.0536,1,1,1,0,0,1,0.0486,0.7436,0.2015,0.012,0.0106,0.0006,0.0317,0.7056,0.1979,0.1811,0.2756,0.0261,50.8,49638,474540000,47720,0.179,0.316,0.209,4960,0.042,0.083,0.068,0.05,0.048,150.2,402.97,0.3727,329.52,808.98,0.4073,0,4693,4845,5071,5114,5303,5376,5494,5623,5638,0.22705501,0.23118767,0.241879323,0.244490128,0.245657108,0.249674902,0.255951549,0.256173121,0.260355576
160,Maverick,urban,0,Rural,1,0,0,0,0,0,0,54258,54258,54258,54258,54258,54258,54258,54258,27167,27643,28893,29799,30651,31335,32461,32999,34075,6636,10601,5371,6700,13588,10776,10111,15346,9602,0.2443,0.3835,0.1859,0.2248,0.4433,0.3439,0.3115,0.465,0.2818,2171,8303,Democrat,2816,10397,Democrat,6881,8332,Democrat,0.1088,0.1938,0.0766,0.0969,0.1949,0.0893,0.0845,0.1794,0.0874,0.2818,0.4476,0.1294,0.0096,0.5237,0.5091,1.0063,0.7877,-0.1089,0.0815,0.0598,0.0217,2,2,2,0,0,1,0.4965,0.9224,0.0314,0.0192,0.0059,0.0008,0.0203,0.462,0.0197,0.3154,0.1181,0.0084,33.5,98858,515744000,73315,0.137,0.184,0.158,5251,0.026,0.061,0.048,0.031,0.027,267.54,491.69,0.5441,641.45,983.37,0.6523,0,24128,24522,25557,26184,26805,27048,27766,28181,28818,0.888136342,0.887096191,0.884539508,0.878687204,0.874522854,0.863188128,0.855364899,0.853995576,0.845722671
161,McCulloch,rural,1,Rural,1,0,0,0,0,0,0,8283,8283,8283,8283,8283,8283,8283,8283,5006,5090,5228,5173,5284,5201,5238,5343,5388,1603,3035,1753,2221,3165,2713,2144,3437,2574,0.3202,0.5963,0.3353,0.4293,0.599,0.5216,0.4093,0.6433,0.4777,2419,537,Republican,2552,482,Republican,2904,490,Republican,0.0381,0.0497,0.0112,0.0334,0.0463,0.0126,-0.0052,0.0306,0.036,0.0428,0.1325,0.0859,0.3855,0.3375,-0.0347,0.5476,0.4683,-0.0512,0.047,0.0027,0.0443,1,1,1,0,0,1,0.2637,0.9593,0.0111,0.0093,0.0028,0.0028,0.0148,0.7152,0.0048,0.1852,0.3175,0.0356,51.6,54945,218789000,59129,0.125,0.212,0.186,999,0.032,0.056,0.047,0.034,0.035,192.38,312.21,0.6162,418.52,624.42,0.6703,0,1022,1063,1095,1080,1120,1120,1151,1181,1167,0.204155014,0.208840864,0.20944912,0.208776339,0.211960636,0.215343203,0.219740359,0.221036871,0.216592428
162,McLennan,urban,0,Urban,0,1,1,1,1,1,1,234906,234906,234906,234906,234906,234906,234906,234906,123061,124007,128740,129055,136082,138970,143489,149123,186494,23944,74560,44362,39360,80544,75787,37887,98898,72956,0.1946,0.6013,0.3446,0.305,0.5919,0.5453,0.264,0.6632,0.3912,47903,25694,Republican,48260,27063,Republican,59543,36688,Republican,0.0974,0.2025,0.0958,0.0487,0.166,0.1118,0.0795,0.4486,0.342,0.0803,0.3264,0.2279,0.6438,0.5823,-0.0374,0.7084,0.6446,-0.0374,0.0619,-0.0094,0.0713,1,1,1,0,0.5326,0.4674,0.4547,0.8366,0.107,0.0143,0.0195,0.0017,0.0209,0.4144,0.098,0.2605,0.1855,0.0184,38.1,50360,1819272000,58380,0.199,0.272,0.269,42846,0.057,0.105,0.081,0.06,0.054,319.7,730.44,0.4377,710.13,1460.88,0.4861,0,14400,14707,16242,16541,17784,18740,19923,20843,25621,0.117015139,0.118598144,0.126161255,0.12817016,0.13068591,0.134849248,0.13884688,0.139770525,0.137382436
163,McMullen,rural,1,Rural,1,0,0,0,0,0,0,707,707,707,707,707,707,707,707,649,660,702,677,708,699,697,705,659,130,524,265,413,499,491,276,521,376,0.2003,0.7939,0.3775,0.61,0.7048,0.7024,0.396,0.739,0.5706,431,67,Republican,454,40,Republican,460,53,Republican,0.0727,0.0682,-0.0042,0.0431,0.074,0.0295,-0.0043,-0.0613,-0.0572,-0.0477,-0.0057,0.0441,2.1769,1.1231,-0.3317,0.8528,0.4189,-0.2342,-0.0549,-0.0891,0.0342,1,1,1,0,0.9343,0.0657,0.9485,0.9599,0.009,0.0187,0.0056,0.0003,0.0065,0.0284,0.0048,0.3085,0.1193,0.011,30.5,38524,2228369000,43407,0.219,0.307,0.157,68,0.076,0.151,0.123,0.08,0.075,221.67,262.19,0.8454,510.37,537.41,0.9497,0,185,184,200,189,198,199,191,192,183,0.285053929,0.278787879,0.284900285,0.279172821,0.279661017,0.284692418,0.274031564,0.272340426,0.277693475
164,Medina,rural,1,Urban,0,0,0,1,1,1,1,46006,46006,46006,46006,46006,46006,46006,46006,26244,26525,28454,28941,30339,31273,32168,33741,35623,5100,16049,9858,9233,17344,16196,8179,22657,17436,0.1943,0.6051,0.3465,0.319,0.5717,0.5179,0.2543,0.6715,0.4895,11079,4784,Republican,12085,4634,Republican,15642,6773,Republican,0.1438,0.272,0.1121,0.1028,0.2257,0.1115,0.0991,0.252,0.1391,0.0807,0.4117,0.3063,0.8104,0.6037,-0.1142,0.6429,0.7687,0.0766,0.0664,-0.0334,0.0998,1,1,1,0,0.1574,0.8426,0.5367,0.9203,0.0392,0.0116,0.0088,0.0021,0.018,0.408,0.0325,0.2249,0.1776,0.0173,40,50032,2687893000,70313,0.118,0.172,0.222,7706,0.032,0.063,0.05,0.039,0.038,327.6,948.18,0.3455,771.94,1896.36,0.4071,1,9870,10032,10865,11015,11543,11952,12303,12925,13725,0.376085963,0.378209237,0.38184438,0.380601914,0.380467385,0.382182714,0.382460831,0.383065114,0.385284788
165,Menard,rural,1,Rural,1,0,0,0,0,0,0,2242,2242,2242,2242,2242,2242,2242,2242,1625,1616,1535,1475,1488,1428,1419,1464,1418,522,877,486,641,864,790,586,1033,777,0.3212,0.5427,0.3166,0.4346,0.5806,0.5532,0.413,0.7056,0.548,665,171,Republican,682,154,Republican,823,197,Republican,-0.0792,-0.0941,-0.0161,-0.0923,-0.1268,-0.038,-0.0697,-0.0762,-0.007,-0.0148,0.1779,0.1956,0.228,0.1226,-0.0858,0.6255,0.5988,-0.0165,0.1629,0.0379,0.125,1,1,1,0,0,1,0.3633,0.9345,0.0269,0.0188,0.003,0,0.0168,0.595,0.0224,0.1869,0.3279,0.0414,52.7,46018,90563000,44145,0.206,0.347,0.239,364,0.035,0.051,0.048,0.037,0.037,169.79,153.88,1.1034,348.24,307.76,1.1315,0,441,434,414,395,407,402,398,397,376,0.271384615,0.268564356,0.26970684,0.26779661,0.273521505,0.281512605,0.280479211,0.271174863,0.2651622
166,Midland,urban,0,Urban,0,0,0,1,1,1,1,136872,136872,136872,136872,136872,136872,136872,136872,69495,70818,75384,75688,79900,83678,86872,90087,96666,12204,44910,23685,24446,49697,43125,24370,59137,40223,0.1756,0.6342,0.3142,0.323,0.622,0.5154,0.2805,0.6564,0.4161,35689,8286,Republican,36973,10025,Republican,45624,12329,Republican,0.1282,0.2721,0.1275,0.0891,0.25,0.1478,0.11,0.2823,0.1552,0.1066,0.3168,0.19,1.0031,0.9969,-0.0031,0.8208,0.6982,-0.0673,0.0222,-0.0122,0.0344,1,1,1,0,0.8628,0.1372,0.4891,0.8715,0.0726,0.0125,0.0228,0.0014,0.0191,0.4078,0.0642,0.293,0.1076,0.013,32.7,145089,24955132000,81187,0.116,0.139,0.294,31056,0.021,0.081,0.055,0.03,0.025,402.87,1184.79,0.34,1077.93,2490.48,0.4328,0,15415,15865,17970,18490,19863,21822,23341,24579,27566,0.221814519,0.224024965,0.238379497,0.244292358,0.248598248,0.260785392,0.26868266,0.272836258,0.285167484
167,Milam,rural,1,Rural,1,0,0,1,1,1,1,24757,24757,24757,24757,24757,24757,24757,24757,13972,14124,14418,14416,14797,14946,15098,15786,16374,3466,8386,5041,5016,8808,8055,5233,10638,8380,0.2481,0.5937,0.3496,0.3479,0.5953,0.5389,0.3466,0.6739,0.5118,5481,2636,Republican,6364,2051,Republican,7984,2496,Republican,0.0476,0.1177,0.0668,0.0318,0.0806,0.0473,0.0366,0.1357,0.0955,0.0503,0.2685,0.2078,0.4472,0.5098,0.0433,0.5979,0.6624,0.0403,0.0802,0.0016,0.0786,1,1,1,0,0.4288,0.5712,0.2741,0.8656,0.0919,0.0137,0.0088,0.001,0.019,0.616,0.0821,0.2266,0.2166,0.0248,42.1,46561,1193275000,54667,0.166,0.246,0.182,3116,0.05,0.072,0.058,0.043,0.042,334.22,924.9,0.3614,712.27,1847.12,0.3856,1,1691,1734,1834,1863,1928,2001,2072,2188,2322,0.12102777,0.122769754,0.127202108,0.12923141,0.130296682,0.133881975,0.13723672,0.138603826,0.141810187
168,Mills,rural,1,Rural,1,0,0,0,0,0,0,4936,4936,4936,4936,4936,4936,4936,4936,3321,3351,3381,3383,3441,3416,3351,3413,3444,1222,2203,1364,1509,2247,2017,1473,2506,2133,0.368,0.6574,0.4034,0.4461,0.653,0.5905,0.4396,0.7343,0.6193,1882,279,Republican,1951,243,Republican,2217,271,Republican,0.0269,0.0185,-0.0081,0.0187,0.009,-0.0095,0.0104,0.0186,0.0082,0.02,0.1375,0.1153,0.2349,0.2054,-0.0239,0.4787,0.5638,0.0575,0.0769,-0.0044,0.0813,1,1,1,0,0,1,0.1911,0.9478,0.0158,0.0118,0.0064,0.0013,0.0169,0.7742,0.0124,0.2029,0.2823,0.0358,49.3,51682,232569000,58068,0.15,0.232,0.285,966,0.033,0.041,0.045,0.043,0.039,209.25,463.27,0.4517,462.66,926.53,0.4993,0,272,273,292,278,295,298,304,315,302,0.081903041,0.081468218,0.086364981,0.082175584,0.085730892,0.087236534,0.090719188,0.092294169,0.087688734
169,Mitchell,rural,1,Rural,1,0,0,0,0,0,0,9403,9403,9403,9403,9403,9403,9403,9403,4454,4497,4562,4439,4494,4534,4386,4511,4465,531,2323,1233,1420,2220,1925,1427,2591,1787,0.1192,0.5166,0.2703,0.3199,0.494,0.4246,0.3254,0.5744,0.4002,1756,538,Republican,1780,354,Republican,2170,397,Republican,-0.0007,0.0031,0.0038,-0.0034,-0.0153,-0.0119,-0.0061,-0.0213,-0.0152,-0.0443,0.1154,0.1671,1.6742,1.6874,0.0049,0.5612,0.4493,-0.0717,0.0578,-0.0226,0.0804,1,1,1,0,0.6495,0.3505,0.4135,0.8178,0.1267,0.0183,0.0092,0.0019,0.0261,0.4505,0.1101,0.1988,0.1464,0.0149,35.5,37064,331463000,48378,0.215,0.23,0.096,524,0.037,0.079,0.07,0.045,0.04,297.29,529.45,0.5615,661.55,1058.9,0.6247,0,1226,1257,1300,1283,1297,1314,1251,1279,1252,0.275258195,0.27951968,0.284962736,0.289029061,0.288607032,0.289810322,0.285225718,0.283529151,0.280403135
